//**Error Message,Error Code,Error defined in .h,Error description in Chinese,Error description in English,Is in CIM
//**Common Qlib,,,,,
Qlib_Connect_Phone_Fail,QLIB0000,ERR_QLIB_PHONE_CONNECT,Qlib 函数 Qlib_Connect_Phone 执行失败,Function Qlib_Connect_Phone execute fail,Y
Qlib_FTM_CDMA2000_NS_Get_FCH_SER_FER_Fail,QLIB3006,ERR_QLIB_FTM_CDMA2000_NS_Get_FCH_SER_FER,Qlib 函数 Qlib_FTM_CDMA2000_NS_Get_FCH_SER_FER 执行失败,Function Qlib_FTM_CDMA2000_NS_Get_FCH_SER_FER execute fail,Y
Qlib_FTM_CDMA2000_NS_SetSER_RCandRS_Fail,QLIB3007,ERR_QLIB_FTM_CDMA2000_NS_SetSER_RCandRS,Qlib 函数 Qlib_FTM_CDMA2000_NS_SetSER_RCandRS 执行失败,Function Qlib_FTM_CDMA2000_NS_SetSER_RCandRS execute fail,Y
Qlib_Diag_Read_ESN_F_Fail,QLIB3008,ERR_QLIB_DIAG_READ_ESN_F,Qlib 函数 Qlib_Diag_Read_ESN_F 执行失败,Function Qlib_Diag_Read_ESN_F execute fail,Y
Qlib_RFCal_CDMA_Tx_LinVsFreq_Results_Fail,QLIB3009,ERR_QLIB_RFCAL_CDMA_Tx_LinVsFreq_Results,Qlib 函数 Qlib_RFCal_CDMA_Tx_LinVsFreq_Results 执行失败,Function Qlib_RFCal_CDMA_Tx_LinVsFreq_Results execute fail,Y
Qlib_RFCal_CDMA_Tx_LimVsFreq_Results_Fail,QLIB3010,ERR_QLIB_RFCAL_CDMA_Tx_LimVsFreq_Results,Qlib 函数 Qlib_RFCal_CDMA_Tx_LimVsFreq_Results 执行失败,Function Qlib_RFCal_CDMA_Tx_LimVsFreq_Results execute fail,Y
Qlib_RFCal_CDMA_Rxcal_Results_Fail,QLIB3011,ERR_QLIB_RFCAL_CDMA_RxCal_Results,Qlib 函数 Qlib_RFCal_CDMA_Rxcal_Results 执行失败,Function Qlib_RFCal_CDMA_Rxcal_Results execute fail,Y
Qlib_RFCal_CDMA_TxLinCal_BetaScaling_Results_Fail,QLIB3012,ERR_QLIB_RFCAL_CDMA_TxLinCal_BetaScaling_Results,Qlib_RFCal_CDMA_TxLinCal_BetaScaling_Results 执行失败,Qlib_RFCal_CDMA_TxLinCal_BetaScaling_Results execute fail,Y
Qlib_FTM_CDMA2000_NS_Stop_Fail,QLIB3013,ERR_QLIB_FTM_CDMA2000_NS_Stop,Qlib 函数 Qlib_FTM_CDMA2000_NS_Stop 执行失败,Function Qlib_FTM_CDMA2000_NS_Stop execute fail,Y
Qlib_FTM_CDMA2000_NS_ClearStatus_Fail,QLIB3014,ERR_QLIB_FTM_CDMA2000_NS_ClearStatus,Qlib 函数 Qlib_FTM_CDMA2000_NS_ClearStatus 执行失败,Function Qlib_FTM_CDMA2000_NS_ClearStatus execute fail,Y
Qlib_FTM_CDMA2000_Demod_Sync_Fail,QLIB3015,ERR_QLIB_FTM_CDMA2000_DEMOD_SYNC,Qlib 函数 Qlib_FTM_CDMA2000_Demod_Sync 执行失败,Function Qlib_FTM_CDMA2000_Demod_Sync execute fail,Y
Qlib_FTM_CDMA2000_Demod_Fch_Fail,QLIB3016,ERR_QLIB_FTM_CDMA2000_DEMOD_FCH,Qlib 函数 Qlib_FTM_CDMA2000_Demod_Fch 执行失败,Function Qlib_FTM_CDMA2000_Demod_Fch execute fail,Y
Qlib_FTM_CDMA2000_Pilot_ACQ_Fail,QLIB3017,ERR_QLIB_FTM_CDMA2000_PILOT_ACQ,Qlib 函数 Qlib_FTM_CDMA2000_Pilot_ACQ 执行失败,Function Qlib_FTM_CDMA2000_Pilot_ACQ execute fail,Y
Qlib_FTM_EVDO_CMD_Release_Fail,QLIB3018,ERR_QLIB_FTM_EVDO_CMD_RELEASE,Qlib 函数 QLIB_FTM_EVDO_CMD_RELEASE 执行失败,Function QLIB_FTM_EVDO_CMD_RELEASE execute fail,Y
Qlib_FTM_EVDO_SYS_TIME_ACQ_Fail,QLIB3019,ERR_QLIB_FTM_EVDO_SYS_TIME_ACQ,Qlib 函数 QLIB_FTM_EVDO_SYS_TIME_ACQ 执行失败,Function QLIB_FTM_EVDO_SYS_TIME_ACQ execute fail,Y
Qlib_FTM_EVDO_MOD_ACC_Fail,QLIB3020,ERR_QLIB_FTM_EVDO_MOD_ACC,Qlib 函数 QLIB_FTM_EVDO_MOD_ACC 执行失败,Function QLIB_FTM_EVDO_MOD_ACC execute fail,Y
Qlib_FTM_QLIB_FTM_EVDO_MOD_REVERSE_TRA_Fail,QLIB3021,ERR_QLIB_FTM_EVDO_MOD_REVERSE_TRA,Qlib 函数 QLIB_FTM_EVDO_MOD_REVERSE_TRA 执行失败,Function QLIB_FTM_EVDO_MOD_REVERSE_TRA execute fail,Y
//**GSM Cal Spec,,,,,
G01L302_GSMCal_KVCO_Value_Fail,G01L3020,ERR_GSMCAL_KVCO_Value,GSM850 低频 KVCO 校验测试值不在规格内,GSM850 LowCH KVCO calibration fail,Y
G01H302_GSMCal_KVCO_Value_Fail,G01H3020,ERR_GSMCAL_KVCO_Value,GSM850 高频 KVCO 校验测试值不在规格内,GSM850 HighCH KVCO calibration fail,Y
G02L302_GSMCal_KVCO_Value_Fail,G02L3020,ERR_GSMCAL_KVCO_Value,GSM900 低频 KVCO 校验测试值不在规格内,GSM900 LowCH KVCO calibration fail,Y
G02H302_GSMCal_KVCO_Value_Fail,G02H3020,ERR_GSMCAL_KVCO_Value,GSM900 高频 KVCO 校验测试值不在规格内,GSM900 HighCH KVCO calibration fail,Y
G03L302_GSMCal_KVCO_Value_Fail,G03L3020,ERR_GSMCAL_KVCO_Value,GSM1800 低频 KVCO 校验测试值不在规格内,GSM1800 LowCH KVCO calibration fail,Y
G03H302_GSMCal_KVCO_Value_Fail,G03H3020,ERR_GSMCAL_KVCO_Value,GSM1800 高频 KVCO 校验测试值不在规格内,GSM1800 HighCH KVCO calibration fail,Y
G04L302_GSMCal_KVCO_Value_Fail,G04L3020,ERR_GSMCAL_KVCO_Value,GSM1900 低频 KVCO 校验测试值不在规格内,GSM1900 LowCH KVCO calibration fail,Y
G04H302_GSMCal_KVCO_Value_Fail,G04H3020,ERR_GSMCAL_KVCO_Value,GSM1900 高频 KVCO 校验测试值不在规格内,GSM1900 HighCH KVCO calibration fail,Y
G01L313_GSMCal_PA_Linear_Trigger_Power_Fail,G01L3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM850 低频 PA Linear 校验触发功率不在规格内,GSM850 LowCH PA Linear calibration trigger power error,Y
G01M313_GSMCal_PA_Linear_Trigger_Power_Fail,G01M3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM850 中频 PA Linear 校验触发功率不在规格内,GSM850 MidCH PA Linear calibration trigger power error,Y
G01H313_GSMCal_PA_Linear_Trigger_Power_Fail,G01H3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM850 高频 PA Linear 校验触发功率不在规格内,GSM850 HighCH PA Linear calibration trigger power error,Y
G02L313_GSMCal_PA_Linear_Trigger_Power_Fail,G02L3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM900 低频 PA Linear 校验触发功率不在规格内,GSM900 LowCH PA Linear calibration trigger power error,Y
G02M313_GSMCal_PA_Linear_Trigger_Power_Fail,G02M3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM900 中频 PA Linear 校验触发功率不在规格内,GSM900 MidCH PA Linear calibration trigger power error,Y
G02H313_GSMCal_PA_Linear_Trigger_Power_Fail,G02H3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM900 高频 PA Linear 校验触发功率不在规格内,GSM900 HighCH PA Linear calibration trigger power error,Y
G03L313_GSMCal_PA_Linear_Trigger_Power_Fail,G03L3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM1800 低频 PA Linear 校验触发功率不在规格内,GSM1800 LowCH PA Linear calibration trigger power error,Y
G03M313_GSMCal_PA_Linear_Trigger_Power_Fail,G03M3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM1800 中频 PA Linear 校验触发功率不在规格内,GSM1800 MidCH PA Linear calibration trigger power error,Y
G03H313_GSMCal_PA_Linear_Trigger_Power_Fail,G03H3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM1800 高频 PA Linear 校验触发功率不在规格内,GSM1800 HighCH PA Linear calibration trigger power error,Y
G04L313_GSMCal_PA_Linear_Trigger_Power_Fail,G04L3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM1900 低频 PA Linear 校验触发功率不在规格内,GSM1900 LowCH PA Linear calibration trigger power error,Y
G04M313_GSMCal_PA_Linear_Trigger_Power_Fail,G04M3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM1900 中频 PA Linear 校验触发功率不在规格内,GSM1900 MidCH PA Linear calibration trigger power error,Y
G04H313_GSMCal_PA_Linear_Trigger_Power_Fail,G04H3130,ERR_GSMCAL_PA_Linear_Trigger_Power,GSM1900 高频 PA Linear 校验触发功率不在规格内,GSM1900 HighCH PA Linear calibration trigger power error,Y
G01L313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G01L3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM850 低频 PreDistortion 校验动态范围最大功率不在规格内,GSM850 LowCH PreDistortion dynamic range max power error,Y
G01M313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G01M3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM850 中频 PreDistortion 校验动态范围最大功率不在规格内,GSM850 MidCH PreDistortion dynamic range max power error,Y
G01H313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G01H3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM850 高频 PreDistortion 校验动态范围最大功率不在规格内,GSM850 HighCH PreDistortion dynamic range max power error,Y
G02L313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G02L3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM900 低频 PreDistortion 校验动态范围最大功率不在规格内,GSM900 LowCH PreDistortion dynamic range max power error,Y
G02M313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G02M3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM900 中频 PreDistortion 校验动态范围最大功率不在规格内,GSM900 MidCH PreDistortion dynamic range max power error,Y
G02H313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G02H3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM900 高频 PreDistortion 校验动态范围最大功率不在规格内,GSM900 HighCH PreDistortion dynamic range max power error,Y
G03L313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G03L3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM1800 低频 PreDistortion 校验动态范围最大功率不在规格内,GSM1800 LowCH PreDistortion dynamic range max power error,Y
G03M313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G03M3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM1800 中频 PreDistortion 校验动态范围最大功率不在规格内,GSM1800 MidCH PreDistortion dynamic range max power error,Y
G03H313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G03H3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM1800 高频 PreDistortion 校验动态范围最大功率不在规格内,GSM1800 HighCH PreDistortion dynamic range max power error,Y
G04L313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G04L3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM1900 低频 PreDistortion 校验动态范围最大功率不在规格内,GSM1900 LowCH PreDistortion dynamic range max power error,Y
G04M313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G04M3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM1900 中频 PreDistortion 校验动态范围最大功率不在规格内,GSM1900 MidCH PreDistortion dynamic range max power error,Y
G04H313_GSMCAL_PreDistortion_Dynamic_Range_Max_Power_Fail,G04H3131,ERR_GSMCAL_PreDistortion_Dynamic_Range_Max_Power,GSM1900 高频 PreDistortion 校验动态范围最大功率不在规格内,GSM1900 HighCH PreDistortion dynamic range max power error,Y
G01L313_GSMCAL_PreDistortion_Meas_Delay_Fail,G01L3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM850 低频 PreDistortion 校验延时不在规格内,GSM850 LowCH PreDistortion measure delay error,Y
G01M313_GSMCAL_PreDistortion_Meas_Delay_Fail,G01M3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM850 中频 PreDistortion 校验延时不在规格内,GSM850 MidCH PreDistortion measure delay error,Y
G01H313_GSMCAL_PreDistortion_Meas_Delay_Fail,G01H3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM850 高频 PreDistortion 校验延时不在规格内,GSM850 HighCH PreDistortion measure delay error,Y
G02L313_GSMCAL_PreDistortion_Meas_Delay_Fail,G02L3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM900 低频 PreDistortion 校验延时不在规格内,GSM900 LowCH PreDistortion measure delay error,Y
G02M313_GSMCAL_PreDistortion_Meas_Delay_Fail,G02M3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM900 中频 PreDistortion 校验延时不在规格内,GSM900 MidCH PreDistortion measure delay error,Y
G02H313_GSMCAL_PreDistortion_Meas_Delay_Fail,G02H3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM900 高频 PreDistortion 校验延时不在规格内,GSM900 HighCH PreDistortion measure delay error,Y
G03L313_GSMCAL_PreDistortion_Meas_Delay_Fail,G03L3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM1800 低频 PreDistortion 校验延时不在规格内,GSM1800 LowCH PreDistortion measure delay error,Y
G03M313_GSMCAL_PreDistortion_Meas_Delay_Fail,G03M3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM1800 中频 PreDistortion 校验延时不在规格内,GSM1800 MidCH PreDistortion measure delay error,Y
G03H313_GSMCAL_PreDistortion_Meas_Delay_Fail,G03H3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM1800 高频 PreDistortion 校验延时不在规格内,GSM1800 HighCH PreDistortion measure delay error,Y
G04L313_GSMCAL_PreDistortion_Meas_Delay_Fail,G04L3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM1900 低频 PreDistortion 校验延时不在规格内,GSM1900 LowCH PreDistortion measure delay error,Y
G04M313_GSMCAL_PreDistortion_Meas_Delay_Fail,G04M3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM1900 中频 PreDistortion 校验延时不在规格内,GSM1900 MidCH PreDistortion measure delay error,Y
G04H313_GSMCAL_PreDistortion_Meas_Delay_Fail,G04H3132,ERR_GSMCAL_PreDistortion_Meas_Delay,GSM1900 高频 PreDistortion 校验延时不在规格内,GSM1900 HighCH PreDistortion measure delay error,Y
G01L313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G01L3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM850 低频 PreDistortion 校验EDGE duration不在规格内,GSM850 LowCH PreDistortion EDGE duration error,Y
G01M313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G01M3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM850 中频 PreDistortion 校验EDGE duration不在规格内,GSM850 MidCH PreDistortion EDGE duration error,Y
G01H313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G01H3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM850 高频 PreDistortion 校验EDGE duration不在规格内,GSM850 HighCH PreDistortion EDGE duration error,Y
G02L313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G02L3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM900 低频 PreDistortion 校验EDGE duration不在规格内,GSM900 LowCH PreDistortion EDGE duration error,Y
G02M313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G02M3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM900 中频 PreDistortion 校验EDGE duration不在规格内,GSM900 MidCH PreDistortion EDGE duration error,Y
G02H313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G02H3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM900 高频 PreDistortion 校验EDGE duration不在规格内,GSM900 HighCH PreDistortion EDGE duration error,Y
G03L313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G03L3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM1800 低频 PreDistortion 校验EDGE duration不在规格内,GSM1800 LowCH PreDistortion EDGE duration error,Y
G03M313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G03M3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM1800 中频 PreDistortion 校验EDGE duration不在规格内,GSM1800 MidCH PreDistortion EDGE duration error,Y
G03H313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G03H3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM1800 高频 PreDistortion 校验EDGE duration不在规格内,GSM1800 HighCH PreDistortion EDGE duration error,Y
G04L313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G04L3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM1900 低频 PreDistortion 校验EDGE duration不在规格内,GSM1900 LowCH PreDistortion EDGE duration error,Y
G04M313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G04M3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM1900 中频 PreDistortion 校验EDGE duration不在规格内,GSM1900 MidCH PreDistortion EDGE duration error,Y
G04H313_GSMCAL_PreDistortion_EDGE_Duration_Fail,G04H3133,ERR_GSMCAL_PreDistortion_EDGE_Duration,GSM1900 高频 PreDistortion 校验EDGE duration不在规格内,GSM1900 HighCH PreDistortion EDGE duration error,Y
G01M306_GSMCal_TimingDelay_Search_Fail,G01M3060,ERR_GSMCal_TimingDelay_Search,GSM850 中频 TimingDelay 校验测试值不在规格内,GSM850 MidCH TimingDelay calibration fail,Y
G02M306_GSMCal_TimingDelay_Search_Fail,G02M3060,ERR_GSMCal_TimingDelay_Search,GSM900 中频 TimingDelay 校验测试值不在规格内,GSM900 MidCH TimingDelay calibration fail,Y
G03M306_GSMCal_TimingDelay_Search_Fail,G03M3060,ERR_GSMCal_TimingDelay_Search,GSM1800 中频 TimingDelay 校验测试值不在规格内,GSM1800 MidCH TimingDelay calibration fail,Y
G04M306_GSMCal_TimingDelay_Search_Fail,G04M3060,ERR_GSMCal_TimingDelay_Search,GSM1900 中频 TimingDelay 校验测试值不在规格内,GSM1900 MidCH TimingDelay calibration fail,Y
G01M305_GSMCal_RxFreqCompensation_RSSI_Fail,G01M3050,ERR_GSMCal_RxFreqCompensation_RSSI,GSM850 中频 RxFreqCompensation 校验 RSSI 值不在规格内,GSM850 MidCH RxFreqCompensation calibration RSSI error,Y
G02M305_GSMCal_RxFreqCompensation_RSSI_Fail,G02M3050,ERR_GSMCal_RxFreqCompensation_RSSI,GSM900 中频 RxFreqCompensation 校验 RSSI 值不在规格内,GSM900 MidCH RxFreqCompensation calibration RSSI error,Y
G03M305_GSMCal_RxFreqCompensation_RSSI_Fail,G03M3050,ERR_GSMCal_RxFreqCompensation_RSSI,GSM1800 中频 RxFreqCompensation 校验 RSSI 值不在规格内,GSM1800 MidCH RxFreqCompensation calibration RSSI error,Y
G04M305_GSMCal_RxFreqCompensation_RSSI_Fail,G04M3050,ERR_GSMCal_RxFreqCompensation_RSSI,GSM1900 中频 RxFreqCompensation 校验 RSSI 值不在规格内,GSM1900 MidCH RxFreqCompensation calibration RSSI error,Y
G02M301_GSMCal_PA_DAC_Search_Fail,G02M3010,ERR_GSMCAL_PA_DAC_Search,GSM900 中频 PA_DAC_Search 校验失败,GSM900 MidCH PA_DAC_Search calibration fail,Y
G01L304_GSMCal_Polar_Trigger_Power_Fail,G01L3040,ERR_GSMCAL_Polar_Trigger_Power,GSM850低频Polar校验触发功率不在规格内,GSM850 LowCH Polar Calibration Trigger power error,Y
G01M304_GSMCal_Polar_Trigger_Power_Fail,G01M3040,ERR_GSMCAL_Polar_Trigger_Power,GSM850中频Polar校验触发功率不在规格内,GSM850 MidCH Polar Calibration Trigger power error,Y
G01H304_GSMCal_Polar_Trigger_Power_Fail,G01H3040,ERR_GSMCAL_Polar_Trigger_Power,GSM850高频Polar校验触发功率不在规格内,GSM850 HighCH Polar Calibration Trigger power error,Y
G02L304_GSMCal_Polar_Trigger_Power_Fail,G02L3040,ERR_GSMCAL_Polar_Trigger_Power,GSM900低频Polar校验触发功率不在规格内,GSM900 LowCH Polar Calibration Trigger power error,Y
G02M304_GSMCal_Polar_Trigger_Power_Fail,G02M3040,ERR_GSMCAL_Polar_Trigger_Power,GSM900中频Polar校验触发功率不在规格内,GSM900 MidCH Polar Calibration Trigger power error,Y
G02H304_GSMCal_Polar_Trigger_Power_Fail,G02H3040,ERR_GSMCAL_Polar_Trigger_Power,GSM900高频Polar校验触发功率不在规格内,GSM900 HighCH Polar Calibration Trigger power error,Y
G03L304_GSMCal_Polar_Trigger_Power_Fail,G03L3040,ERR_GSMCAL_Polar_Trigger_Power,GSM1800低频Polar校验触发功率不在规格内,GSM1800 LowCH Polar Calibration Trigger power error,Y
G03M304_GSMCal_Polar_Trigger_Power_Fail,G03M3040,ERR_GSMCAL_Polar_Trigger_Power,GSM1800中频Polar校验触发功率不在规格内,GSM1800 MidCH Polar Calibration Trigger power error,Y
G03H304_GSMCal_Polar_Trigger_Power_Fail,G03H3040,ERR_GSMCAL_Polar_Trigger_Power,GSM1800高频Polar校验触发功率不在规格内,GSM1800 HighCH Polar Calibration Trigger power error,Y
G04L304_GSMCal_Polar_Trigger_Power_Fail,G04L3040,ERR_GSMCAL_Polar_Trigger_Power,GSM1900低频Polar校验触发功率不在规格内,GSM1900 LowCH Polar Calibration Trigger power error,Y
G04M304_GSMCal_Polar_Trigger_Power_Fail,G04M3040,ERR_GSMCAL_Polar_Trigger_Power,GSM1900中频Polar校验触发功率不在规格内,GSM1900 MidCH Polar Calibration Trigger power error,Y
G04H304_GSMCal_Polar_Trigger_Power_Fail,G04H3040,ERR_GSMCAL_Polar_Trigger_Power,GSM1900高频Polar校验触发功率不在规格内,GSM1900 HighCH Polar Calibration Trigger power error,Y
//**CDMA Cal Spec,,,,,
C00M303_CDMACal_Rx_Intelliceiver_Fail,C00M3030,ERR_CDMACAL_Rx_Intelliceiver,CDMA800 中频 Rx Intelliceiver 校验失败,CDMA800 MidCH Rx Intelliceiver calibration fail,Y
C01M303_CDMACal_Rx_Intelliceiver_Fail,C01M3030,ERR_CDMACAL_Rx_Intelliceiver,CDMA1900 中频 Rx Intelliceiver 校验失败,CDMA1900 MidCH Rx Intelliceiver calibration fail,Y
C00M301_CDMACal_TxLinMaster_Initial_Power_Fail,C00M3010,ERR_CDMACAL_TxLinMaster_Initial_Power,CDMA800 中频 TxLinMaster 校验触发功率不在规格内,CDMA800 MidCH TxLinMaster calibration trigger power error,Y
C01M301_CDMACal_TxLinMaster_Initial_Power_Fail,C01M3010,ERR_CDMACAL_TxLinMaster_Initial_Power,CDMA1900 中频 TxLinMaster 校验触发功率不在规格内,CDMA1900 MidCH TxLinMaster calibration trigger power error,Y
C00M302_CDMACal_TxRxAlign_DVGA_Fail,C00M3020,ERR_CDMACAL_TxRxAlign_DVGA,CDMA800 中频 TxRxAlign 校验 DVGA 不在规格内,CDMA800 MidCH TxRxAlign calibration DVGA not in spec,Y
C01M302_CDMACal_TxRxAlign_DVGA_Fail,C01M3020,ERR_CDMACAL_TxRxAlign_DVGA,CDMA1900 中频 TxRxAlign 校验 DVGA 不在规格内,CDMA1900 MidCH TxRxAlign calibration DVGA not in spec,Y
C00M302_CDMACal_TxRxAlign_LNA_Fail,C00M3021,ERR_CDMACAL_TxRxAlign_LNA,CDMA800 中频 TxRxAlign 校验 LNA 不在规格内,CDMA800 MidCH TxRxAlign calibration LNA not in spec,Y
C01M302_CDMACal_TxRxAlign_LNA_Fail,C01M3021,ERR_CDMACAL_TxRxAlign_LNA,CDMA1900 中频 TxRxAlign 校验 LNA 不在规格内,CDMA1900 MidCH TxRxAlign calibration LNA not in spec,Y
C00M304_CDMACAL_XOCoarse_Status_Fail,C00M3040,ERR_CDMACAL_XOCoarse_Status,CDMA800 中频 XOCoarse 校验返回 status 值错误,CDMA800 MidCH XOCoarse calibration status fail,Y
C00M304_CDMACAL_XOCoarse_Temperature_Fail,C00M3041,ERR_CDMACAL_XOCoarse_Temperature,CDMA800 中频 XOCoarse 校验返回温度值错误 (请冷却后重测),CDMA800 MidCH XOCoarse calibration temperature fail,Y
C00M302_CDMACal_TxRxAlign_LIM_Fail,C00M3022,ERR_CDMACAL_TxRxAlign_LIM,CDMA800 中频 TxRxAlign 校验 LIM 不在规格内,CDMA800 MidCH TxRxAlign calibration LIM not in spec,Y
C01M302_CDMACal_TxRxAlign_LIM_Fail,C01M3022,ERR_CDMACAL_TxRxAlign_LIM,CDMA1900 中频 TxRxAlign 校验 LIM 不在规格内,CDMA1900 MidCH TxRxAlign calibration LIM not in spec,Y
//**WCDMA Cal Spec,,,,,
W01M303_WCDMACal_TxLinMaster_Initial_Power_Fail,W01M3030,ERR_WCDMACAL_TxLinMaster_Initial_Power,WCDMA2100 中频 TxLinMaster 校验触发功率不在规格内,WCDMA2100 MidCH TxLinMaster calibration trigger power error,Y
W02M303_WCDMACal_TxLinMaster_Initial_Power_Fail,W02M3030,ERR_WCDMACAL_TxLinMaster_Initial_Power,WCDMA1900 中频 TxLinMaster 校验触发功率不在规格内,WCDMA1900 MidCH TxLinMaster calibration trigger power error,Y
W04M303_WCDMACal_TxLinMaster_Initial_Power_Fail,W04M3030,ERR_WCDMACAL_TxLinMaster_Initial_Power,WCDMA1700 中频 TxLinMaster 校验触发功率不在规格内,WCDMA1700 MidCH TxLinMaster calibration trigger power error,Y
W05M303_WCDMACal_TxLinMaster_Initial_Power_Fail,W05M3030,ERR_WCDMACAL_TxLinMaster_Initial_Power,WCDMA850 中频 TxLinMaster 校验触发功率不在规格内,WCDMA850 MidCH TxLinMaster calibration trigger power error,Y
W08M303_WCDMACal_TxLinMaster_Initial_Power_Fail,W08M3030,ERR_WCDMACAL_TxLinMaster_Initial_Power,WCDMA900 中频 TxLinMaster 校验触发功率不在规格内,WCDMA900 MidCH TxLinMaster calibration trigger power error,Y
W01M304_WCDMACal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,W01M3040,ERR_WCDMACAL_TxRxAlign_HDET_Power_VS_PDM_Search,WCDMA2100 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,WCDMA2100 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
W02M304_WCDMACal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,W02M3040,ERR_WCDMACAL_TxRxAlign_HDET_Power_VS_PDM_Search,WCDMA1900 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,WCDMA1900 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
W04M304_WCDMACal_TxRxAlign_HDET_Power_VS_PDM_Search_Fail,W04M3040,ERR_WCDMACAL_TxRxAlign_HDET_Power_VS_PDM_Search,WCDMA1700 中频 TxRxAlign 校验 HDET_Power_VS_PDM 查找失败,WCDMA1700 MidCH TxRxAlign HDET_Power_VS_PDM search fail,Y
